order_date,year,month_name,month_num,quarter,cy_date,product_code,product_type,customer_code,customer_name,customer_type,market_code,market_name,zone,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price
2017-10-03,2017,October,10,Q4,2016-10-03,Prod012,Distribution,Cus011,Info Stores,Brick & Mortar,Mark014,Kochi,South,15,24105.74,INR,11.0,2651.63,21454.11
2017-10-03,2017,October,10,Q4,2016-10-03,Prod018,Distribution,Cus013,Path,E-Commerce,Mark003,Ahmedabad,North,5,1340.55,INR,11.81,158.32,1182.23
2017-10-03,2017,October,10,Q4,2016-10-03,Prod013,Own Brand,Cus016,Propel,E-Commerce,Mark004,Delhi NCR,North,43,89725.41,INR,10.48,9403.22,80322.19
2017-10-03,2017,October,10,Q4,2016-10-03,Prod016,Distribution,Cus015,Leader,E-Commerce,Mark004,Delhi NCR,North,26,62143.39,INR,9.93,6170.84,55972.55
2017-10-03,2017,October,10,Q4,2016-10-03,Prod016,Distribution,Cus020,Novus,E-Commerce,Mark001,Chennai,South,88,198859.95,INR,8.45,16803.67,182056.28
2017-10-03,2017,October,10,Q4,2016-10-03,Prod009,Own Brand,Cus017,Sunset,E-Commerce,Mark010,Surat,North,44,83113.68,INR,12.01,9981.95,73131.73
2017-10-04,2017,October,10,Q4,2016-10-04,Prod018,Distribution,Cus009,Electricalslytical,E-Commerce,Mark008,Lucknow,North,32,8265.96,INR,-4.4,-363.7,8629.66
2017-10-04,2017,October,10,Q4,2016-10-04,Prod008,Distribution,Cus006,Nixon,E-Commerce,Mark010,Surat,North,38,60764.25,INR,9.06,5505.24,55259.01
2017-10-04,2017,October,10,Q4,2016-10-04,Prod010,Distribution,Cus020,Novus,E-Commerce,Mark002,Mumbai,Central,88,105211.82,INR,-4.76,-5008.08,110219.9
2017-10-04,2017,October,10,Q4,2016-10-04,Prod015,Own Brand,Cus008,Electricalsara Stores,Brick & Mortar,Mark012,Hyderabad,South,10,10643.97,INR,20.28,2158.6,8485.37
2017-10-04,2017,October,10,Q4,2016-10-04,Prod005,Own Brand,Cus017,Sunset,E-Commerce,Mark005,Kanpur,North,44,105778.44,INR,15.07,15940.81,89837.63
2017-10-04,2017,October,10,Q4,2016-10-04,Prod003,Own Brand,Cus007,Sage,E-Commerce,Mark001,Chennai,South,80,87620.99,INR,19.01,16656.75,70964.24
2017-10-04,2017,October,10,Q4,2016-10-04,Prod002,Own Brand,Cus015,Leader,E-Commerce,Mark008,Lucknow,North,30,37645.24,INR,9.62,3621.47,34023.77
2017-10-04,2017,October,10,Q4,2016-10-04,Prod015,Own Brand,Cus007,Sage,E-Commerce,Mark011,Nagpur,Central,5,3704.36,INR,18.0,666.78,3037.58
2017-10-04,2017,October,10,Q4,2016-10-04,Prod017,Own Brand,Cus019,Epic Stores,Brick & Mortar,Mark011,Nagpur,Central,18,28561.38,INR,20.92,5975.04,22586.34
2017-10-04,2017,October,10,Q4,2016-10-04,Prod005,Own Brand,Cus003,Excel Stores,Brick & Mortar,Mark011,Nagpur,Central,22,9004.77,INR,6.47,582.61,8422.16
2017-10-04,2017,October,10,Q4,2016-10-04,Prod009,Own Brand,Cus010,Electricalsbea Stores,Brick & Mortar,Mark009,Patna,Central,6,5503.76,INR,11.83,651.09,4852.67
2017-10-04,2017,October,10,Q4,2016-10-04,Prod012,Distribution,Cus014,Logic Stores,Brick & Mortar,Mark007,Bhopal,Central,25,52958.11,INR,13.21,6995.77,45962.34
2017-10-04,2017,October,10,Q4,2016-10-04,Prod009,Own Brand,Cus020,Novus,E-Commerce,Mark001,Chennai,South,63,74367.81,INR,22.11,16442.72,57925.09
2017-10-04,2017,October,10,Q4,2016-10-04,Prod001,Own Brand,Cus004,Surface Stores,Brick & Mortar,Mark013,Bhubaneswar,South,50,50374.68,INR,10.55,5314.53,45060.15
2017-10-04,2017,October,10,Q4,2016-10-04,Prod011,Own Brand,Cus020,Novus,E-Commerce,Mark004,Delhi NCR,North,104,133467.96,INR,11.74,15669.14,117798.82
2017-10-04,2017,October,10,Q4,2016-10-04,Prod009,Own Brand,Cus017,Sunset,E-Commerce,Mark005,Kanpur,North,47,82899.36,INR,10.06,8339.68,74559.68
2017-10-04,2017,October,10,Q4,2016-10-04,Prod003,Own Brand,Cus008,Electricalsara Stores,Brick & Mortar,Mark013,Bhubaneswar,South,29,56265.87,INR,20.17,11348.83,44917.04
2017-10-04,2017,October,10,Q4,2016-10-04,Prod001,Own Brand,Cus011,Info Stores,Brick & Mortar,Mark007,Bhopal,Central,15,19836.67,INR,5.53,1096.97,18739.7
2017-10-04,2017,October,10,Q4,2016-10-04,Prod010,Distribution,Cus014,Logic Stores,Brick & Mortar,Mark015,Pune,Central,18,26170.44,INR,-4.16,-1088.69,27259.13
2017-10-04,2017,October,10,Q4,2016-10-04,Prod016,Distribution,Cus004,Surface Stores,Brick & Mortar,Mark004,Delhi NCR,North,81,139111.36,INR,6.18,8597.08,130514.28
2017-10-04,2017,October,10,Q4,2016-10-04,Prod003,Own Brand,Cus019,Epic Stores,Brick & Mortar,Mark012,Hyderabad,South,19,41496.56,INR,16.42,6813.74,34682.82
2017-10-05,2017,October,10,Q4,2016-10-05,Prod007,Distribution,Cus016,Propel,E-Commerce,Mark001,Chennai,South,91,161498.0,INR,6.93,11191.81,150306.19
2017-10-05,2017,October,10,Q4,2016-10-05,Prod006,Distribution,Cus015,Leader,E-Commerce,Mark002,Mumbai,Central,1,1432.53,INR,-4.27,-61.17,1493.7
2017-10-05,2017,October,10,Q4,2016-10-05,Prod008,Distribution,Cus011,Info Stores,Brick & Mortar,Mark007,Bhopal,Central,37,60856.38,INR,12.95,7880.9,52975.48
2017-10-05,2017,October,10,Q4,2016-10-05,Prod018,Distribution,Cus020,Novus,E-Commerce,Mark015,Pune,Central,21,44833.41,INR,12.7,5693.84,39139.57
2017-10-05,2017,October,10,Q4,2016-10-05,Prod008,Distribution,Cus003,Excel Stores,Brick & Mortar,Mark004,Delhi NCR,North,32,19206.67,INR,4.76,914.24,18292.43
2017-10-05,2017,October,10,Q4,2016-10-05,Prod014,Distribution,Cus006,Nixon,E-Commerce,Mark005,Kanpur,North,29,55364.27,INR,12.44,6887.32,48476.95
2017-10-05,2017,October,10,Q4,2016-10-05,Prod010,Distribution,Cus015,Leader,E-Commerce,Mark013,Bhubaneswar,South,33,29163.94,INR,8.51,2481.85,26682.09
2017-10-05,2017,October,10,Q4,2016-10-05,Prod008,Distribution,Cus014,Logic Stores,Brick & Mortar,Mark009,Patna,Central,16,7420.44,INR,0.47,34.88,7385.56
2017-10-05,2017,October,10,Q4,2016-10-05,Prod015,Own Brand,Cus003,Excel Stores,Brick & Mortar,Mark008,Lucknow,North,42,99848.92,INR,20.3,20269.33,79579.59
2017-10-05,2017,October,10,Q4,2016-10-05,Prod017,Own Brand,Cus009,Electricalslytical,E-Commerce,Mark007,Bhopal,Central,29,37583.7,INR,7.26,2728.58,34855.12
2017-10-05,2017,October,10,Q4,2016-10-05,Prod008,Distribution,Cus011,Info Stores,Brick & Mortar,Mark013,Bhubaneswar,South,10,6024.69,INR,9.8,590.42,5434.27
2017-10-05,2017,October,10,Q4,2016-10-05,Prod011,Own Brand,Cus003,Excel Stores,Brick & Mortar,Mark002,Mumbai,Central,50,36827.96,INR,14.34,5281.13,31546.83
2017-10-05,2017,October,10,Q4,2016-10-05,Prod018,Distribution,Cus018,Control,E-Commerce,Mark004,Delhi NCR,North,51,11329.14,INR,4.06,459.96,10869.18
2017-10-05,2017,October,10,Q4,2016-10-05,Prod014,Distribution,Cus005,Premium Stores,Brick & Mortar,Mark011,Nagpur,Central,45,16986.84,INR,11.33,1924.61,15062.23
2017-10-05,2017,October,10,Q4,2016-10-05,Prod006,Distribution,Cus003,Excel Stores,Brick & Mortar,Mark011,Nagpur,Central,49,56860.74,INR,9.83,5589.41,51271.33
2017-10-05,2017,October,10,Q4,2016-10-05,Prod016,Distribution,Cus006,Nixon,E-Commerce,Mark009,Patna,Central,36,27656.22,INR,-1.25,-345.7,28001.92
2017-10-06,2017,October,10,Q4,2016-10-06,Prod007,Distribution,Cus010,Electricalsbea Stores,Brick & Mortar,Mark004,Delhi NCR,North,18,31576.23,INR,5.75,1815.63,29760.6
2017-10-06,2017,October,10,Q4,2016-10-06,Prod007,Distribution,Cus013,Path,E-Commerce,Mark005,Kanpur,North,53,7889.39,INR,3.36,265.08,7624.31
2017-10-06,2017,October,10,Q4,2016-10-06,Prod002,Own Brand,Cus012,Synthetic,E-Commerce,Mark009,Patna,Central,33,52789.16,INR,19.22,10146.08,42643.08
2017-10-06,2017,October,10,Q4,2016-10-06,Prod012,Distribution,Cus019,Epic Stores,Brick & Mortar,Mark015,Pune,Central,32,12857.62,INR,-3.54,-455.16,13312.78
2017-10-06,2017,October,10,Q4,2016-10-06,Prod014,Distribution,Cus016,Propel,E-Commerce,Mark006,Bengaluru,South,17,4220.71,INR,10.14,427.98,3792.73
2017-10-06,2017,October,10,Q4,2016-10-06,Prod018,Distribution,Cus019,Epic Stores,Brick & Mortar,Mark014,Kochi,South,21,19723.06,INR,-1.38,-272.18,19995.24
2017-10-06,2017,October,10,Q4,2016-10-06,Prod013,Own Brand,Cus015,Leader,E-Commerce,Mark011,Nagpur,Central,32,44039.92,INR,13.78,6068.7,37971.22
2017-10-06,2017,October,10,Q4,2016-10-06,Prod008,Distribution,Cus006,Nixon,E-Commerce,Mark006,Bengaluru,South,38,15973.14,INR,12.99,2074.91,13898.23
2017-10-06,2017,October,10,Q4,2016-10-06,Prod017,Own Brand,Cus020,Novus,E-Commerce,Mark002,Mumbai,Central,62,87228.95,INR,18.64,16259.48,70969.47
2017-10-06,2017,October,10,Q4,2016-10-06,Prod011,Own Brand,Cus019,Epic Stores,Brick & Mortar,Mark010,Surat,North,15,28471.14,INR,11.07,3151.76,25319.38
2017-10-06,2017,October,10,Q4,2016-10-06,Prod001,Own Brand,Cus002,Nomad Stores,Brick & Mortar,Mark001,Chennai,South,53,118219.61,INR,5.75,6797.63,111421.98
2017-10-06,2017,October,10,Q4,2016-10-06,Prod016,Distribution,Cus015,Leader,E-Commerce,Mark009,Patna,Central,31,20859.96,INR,5.14,1072.2,19787.76
2017-10-06,2017,October,10,Q4,2016-10-06,Prod009,Own Brand,Cus007,Sage,E-Commerce,Mark001,Chennai,South,45,100739.4,INR,17.99,18123.02,82616.38
2017-10-06,2017,October,10,Q4,2016-10-06,Prod014,Distribution,Cus019,Epic Stores,Brick & Mortar,Mark008,Lucknow,North,47,12405.84,INR,8.74,1084.27,11321.57
2017-10-06,2017,October,10,Q4,2016-10-06,Prod002,Own Brand,Cus014,Logic Stores,Brick & Mortar,Mark014,Kochi,South,31,58281.27,INR,14.8,8625.63,49655.64
2017-10-06,2017,October,10,Q4,2016-10-06,Prod006,Distribution,Cus006,Nixon,E-Commerce,Mark003,Ahmedabad,North,41,29453.17,INR,8.04,2368.03,27085.14
2017-10-06,2017,October,10,Q4,2016-10-06,Prod014,Distribution,Cus004,Surface Stores,Brick & Mortar,Mark004,Delhi NCR,North,36,17684.06,INR,14.16,2504.06,15180.0
2017-10-06,2017,October,10,Q4,2016-10-06,Prod002,Own Brand,Cus001,Surge Stores,Brick & Mortar,Mark007,Bhopal,Central,35,46872.05,INR,11.75,5507.47,41364.58
2017-10-07,2017,October,10,Q4,2016-10-07,Prod009,Own Brand,Cus011,Info Stores,Brick & Mortar,Mark006,Bengaluru,South,20,41875.33,INR,13.74,5753.67,36121.66
2017-10-07,2017,October,10,Q4,2016-10-07,Prod007,Distribution,Cus018,Control,E-Commerce,Mark012,Hyderabad,South,49,52086.53,INR,-3.01,-1567.8,53654.33
2017-10-07,2017,October,10,Q4,2016-10-07,Prod014,Distribution,Cus018,Control,E-Commerce,Mark014,Kochi,South,61,127291.3,INR,7.21,9177.7,118113.6
2017-10-07,2017,October,10,Q4,2016-10-07,Prod001,Own Brand,Cus012,Synthetic,E-Commerce,Mark002,Mumbai,Central,20,18696.97,INR,16.09,3008.34,15688.63
2017-10-07,2017,October,10,Q4,2016-10-07,Prod009,Own Brand,Cus015,Leader,E-Commerce,Mark005,Kanpur,North,77,50773.12,INR,6.08,3087.01,47686.11
2017-10-07,2017,October,10,Q4,2016-10-07,Prod004,Own Brand,Cus009,Electricalslytical,E-Commerce,Mark012,Hyderabad,South,40,7593.13,INR,17.8,1351.58,6241.55
2017-10-07,2017,October,10,Q4,2016-10-07,Prod014,Distribution,Cus001,Surge Stores,Brick & Mortar,Mark009,Patna,Central,40,75525.23,INR,10.81,8164.28,67360.95
2017-10-07,2017,October,10,Q4,2016-10-07,Prod009,Own Brand,Cus011,Info Stores,Brick & Mortar,Mark014,Kochi,South,39,42366.48,INR,5.34,2262.37,40104.11
2017-10-07,2017,October,10,Q4,2016-10-07,Prod010,Distribution,Cus002,Nomad Stores,Brick & Mortar,Mark007,Bhopal,Central,5,6909.99,INR,7.18,496.14,6413.85
2017-10-07,2017,October,10,Q4,2016-10-07,Prod007,Distribution,Cus006,Nixon,E-Commerce,Mark006,Bengaluru,South,14,15531.79,INR,-4.56,-708.25,16240.04
2017-10-07,2017,October,10,Q4,2016-10-07,Prod004,Own Brand,Cus006,Nixon,E-Commerce,Mark012,Hyderabad,South,30,70118.12,INR,24.96,17501.48,52616.64
2017-10-07,2017,October,10,Q4,2016-10-07,Prod015,Own Brand,Cus018,Control,E-Commerce,Mark005,Kanpur,North,34,29171.4,INR,8.46,2467.9,26703.5
2017-10-07,2017,October,10,Q4,2016-10-07,Prod016,Distribution,Cus008,Electricalsara Stores,Brick & Mortar,Mark006,Bengaluru,South,13,9899.15,INR,-1.57,-155.42,10054.57
2017-10-07,2017,October,10,Q4,2016-10-07,Prod017,Own Brand,Cus004,Surface Stores,Brick & Mortar,Mark013,Bhubaneswar,South,28,58395.51,INR,21.45,12525.84,45869.67
2017-10-07,2017,October,10,Q4,2016-10-07,Prod009,Own Brand,Cus013,Path,E-Commerce,Mark008,Lucknow,North,40,32492.46,INR,19.23,6248.3,26244.16
2017-10-07,2017,October,10,Q4,2016-10-07,Prod014,Distribution,Cus006,Nixon,E-Commerce,Mark006,Bengaluru,South,26,19235.1,INR,-0.69,-132.72,19367.82
2017-10-07,2017,October,10,Q4,2016-10-07,Prod017,Own Brand,Cus005,Premium Stores,Brick & Mortar,Mark005,Kanpur,North,10,24426.29,INR,18.0,4396.73,20029.56
2017-10-07,2017,October,10,Q4,2016-10-07,Prod006,Distribution,Cus003,Excel Stores,Brick & Mortar,Mark001,Chennai,South,45,83518.88,INR,0.9,751.67,82767.21
2017-10-07,2017,October,10,Q4,2016-10-07,Prod008,Distribution,Cus006,Nixon,E-Commerce,Mark009,Patna,Central,21,41302.51,INR,11.28,4658.92,36643.59
2017-10-08,2017,October,10,Q4,2016-10-08,Prod006,Distribution,Cus016,Propel,E-Commerce,Mark004,Delhi NCR,North,69,29190.61,INR,10.95,3196.37,25994.24
2017-10-08,2017,October,10,Q4,2016-10-08,Prod005,Own Brand,Cus015,Leader,E-Commerce,Mark006,Bengaluru,South,54,99943.32,INR,15.91,15900.98,84042.34
2017-10-08,2017,October,10,Q4,2016-10-08,Prod011,Own Brand,Cus006,Nixon,E-Commerce,Mark002,Mumbai,Central,59,51590.4,INR,15.14,7810.79,43779.61
2017-10-08,2017,October,10,Q4,2016-10-08,Prod004,Own Brand,Cus009,Electricalslytical,E-Commerce,Mark010,Surat,North,34,38782.6,INR,22.34,8664.03,30118.57
2017-10-08,2017,October,10,Q4,2016-10-08,Prod018,Distribution,Cus010,Electricalsbea Stores,Brick & Mortar,Mark008,Lucknow,North,13,16422.97,INR,3.63,596.15,15826.82
2017-10-08,2017,October,10,Q4,2016-10-08,Prod018,Distribution,Cus016,Propel,E-Commerce,Mark014,Kochi,South,13,12723.6,INR,14.98,1906.0,10817.6
2017-10-08,2017,October,10,Q4,2016-10-08,Prod001,Own Brand,Cus013,Path,E-Commerce,Mark005,Kanpur,North,14,13078.7,INR,19.47,2546.42,10532.28
2017-10-08,2017,October,10,Q4,2016-10-08,Prod018,Distribution,Cus007,Sage,E-Commerce,Mark010,Surat,North,21,19118.91,INR,10.76,2057.19,17061.72
2017-10-08,2017,October,10,Q4,2016-10-08,Prod016,Distribution,Cus019,Epic Stores,Brick & Mortar,Mark014,Kochi,South,28,51634.84,INR,9.24,4771.06,46863.78
2017-10-08,2017,October,10,Q4,2016-10-08,Prod001,Own Brand,Cus013,Path,E-Commerce,Mark014,Kochi,South,3,4529.92,INR,22.03,997.94,3531.98
2017-10-08,2017,October,10,Q4,2016-10-08,Prod009,Own Brand,Cus003,Excel Stores,Brick & Mortar,Mark004,Delhi NCR,North,36,6385.51,INR,14.36,916.96,5468.55
2017-10-08,2017,October,10,Q4,2016-10-08,Prod015,Own Brand,Cus011,Info Stores,Brick & Mortar,Mark002,Mumbai,Central,34,13236.85,INR,6.92,915.99,12320.86
2017-10-08,2017,October,10,Q4,2016-10-08,Prod014,Distribution,Cus004,Surface Stores,Brick & Mortar,Mark006,Bengaluru,South,36,33517.84,INR,1.37,459.19,33058.65
2017-10-09,2017,October,10,Q4,2016-10-09,Prod005,Own Brand,Cus004,Surface Stores,Brick & Mortar,Mark008,Lucknow,North,24,29277.31,INR,7.71,2257.28,27020.03
2017-10-09,2017,October,10,Q4,2016-10-09,Prod015,Own Brand,Cus020,Novus,E-Commerce,Mark010,Surat,North,35,62412.45,INR,17.15,10703.74,51708.71
2017-10-09,2017,October,10,Q4,2016-10-09,Prod005,Own Brand,Cus009,Electricalslytical,E-Commerce,Mark013,Bhubaneswar,South,27,55962.5,INR,9.81,5489.92,50472.58
2017-10-09,2017,October,10,Q4,2016-10-09,Prod013,Own Brand,Cus010,Electricalsbea Stores,Brick & Mortar,Mark003,Ahmedabad,North,48,56072.99,INR,7.59,4255.94,51817.05
2017-10-09,2017,October,10,Q4,2016-10-09,Prod012,Distribution,Cus006,Nixon,E-Commerce,Mark002,Mumbai,Central,50,45063.57,INR,10.53,4745.19,40318.38
2017-10-09,2017,October,10,Q4,2016-10-09,Prod017,Own Brand,Cus003,Excel Stores,Brick & Mortar,Mark004,Delhi NCR,North,57,61272.69,INR,14.79,9062.23,52210.46
2017-10-09,2017,October,10,Q4,2016-10-09,Prod012,Distribution,Cus019,Epic Stores,Brick & Mortar,Mark004,Delhi NCR,North,65,21092.35,INR,12.7,2678.73,18413.62
2017-10-09,2017,October,10,Q4,2016-10-09,Prod008,Distribution,Cus012,Synthetic,E-Commerce,Mark006,Bengaluru,South,42,23019.95,INR,-3.25,-748.15,23768.1
2017-10-09,2017,October,10,Q4,2016-10-09,Prod018,Distribution,Cus006,Nixon,E-Commerce,Mark013,Bhubaneswar,South,29,25537.65,INR,-3.62,-924.46,26462.11
2017-10-09,2017,October,10,Q4,2016-10-09,Prod006,Distribution,Cus019,Epic Stores,Brick & Mortar,Mark003,Ahmedabad,North,10,24287.32,INR,-2.44,-592.61,24879.93
2017-10-09,2017,October,10,Q4,2016-10-09,Prod005,Own Brand,Cus002,Nomad Stores,Brick & Mortar,Mark011,Nagpur,Central,6,5441.23,INR,12.02,654.04,4787.19
